hour,is_holiday,day_night,surveillance_coverage,temperature,population_density,cases_7days,cases_30days,risk_level
13,1,0,0.75,7.4,30000.0,15,45,中风险
5,0,1,0.2,38.4,6316.0,5,21,中风险
5,1,1,1.0,4.3,22105.0,11,17,中风险
21,0,1,0.1,9.0,28684.0,15,26,高风险
12,0,0,0.95,1.2,16842.0,7,16,低风险
15,0,0,0.85,16.7,15526.0,5,14,低风险
10,0,0,0.7,30.7,30000.0,14,23,中风险
9,1,0,0.6,16.7,18158.0,19,44,中风险
7,0,0,0.75,15.2,16842.0,8,21,中风险
1,0,1,0.15,15.2,6316.0,19,56,高风险
17,1,0,0.5,29.1,18158.0,5,20,低风险
17,0,0,0.55,4.3,28684.0,9,42,中风险
19,1,1,0.3,18.3,14211.0,8,15,中风险
12,0,0,0.65,19.8,12895.0,15,26,中风险
8,0,0,0.95,19.8,28684.0,5,41,中风险
5,1,1,0.35,35.3,14211.0,8,38,中风险
16,1,0,0.55,9.0,10263.0,8,17,低风险
16,1,0,0.4,19.8,19474.0,12,26,中风险
10,1,0,0.6,27.6,28684.0,12,16,中风险
12,1,0,0.5,30.7,23421.0,2,26,中风险
14,0,0,0.05,12.1,26053.0,5,17,中风险
15,0,0,0.45,5.9,8947.0,1,21,低风险
16,0,0,0.65,12.1,8947.0,12,21,低风险
22,1,1,0.4,40.0,14211.0,12,44,中风险
4,1,1,0.35,27.6,27368.0,10,28,高风险
21,0,1,0.3,24.5,22105.0,3,8,中风险
16,1,0,0.8,7.4,19474.0,6,29,低风险
14,1,0,0.05,-3.4,7632.0,9,44,低风险
20,0,1,0.2,24.5,7632.0,1,38,中风险
11,0,0,0.9,21.4,19474.0,12,26,中风险
19,1,1,0.4,27.6,20789.0,20,42,高风险
19,0,1,0.5,13.6,16842.0,1,25,中风险
14,0,0,0.35,4.3,24737.0,8,13,中风险
3,1,1,0.1,2.8,30000.0,19,29,高风险
18,0,1,0.9,21.4,12895.0,17,24,中风险
10,0,0,0.65,27.6,15526.0,8,27,中风险
3,0,1,0.8,4.3,30000.0,11,39,中风险
4,1,1,0.85,16.7,18158.0,6,45,中风险
13,1,0,0.8,9.0,5000.0,19,43,低风险
21,0,1,0.95,19.8,28684.0,2,30,中风险
13,1,0,0.85,-0.3,5000.0,18,18,低风险
20,0,1,0.6,32.2,7632.0,17,25,中风险
7,0,0,0.55,21.4,12895.0,11,46,中风险
17,1,0,0.35,22.9,8947.0,4,7,低风险
9,1,0,0.1,1.2,24737.0,2,27,中风险
14,1,0,0.3,7.4,22105.0,16,23,中风险
10,1,0,0.4,24.5,23421.0,7,37,中风险
10,0,0,1.0,36.9,12895.0,8,18,低风险
17,0,0,0.2,1.2,24737.0,9,19,中风险
16,0,0,0.4,16.7,11579.0,13,13,中风险
9,1,0,0.1,38.4,24737.0,9,14,中风险
10,1,0,0.45,-3.4,8947.0,8,44,低风险
18,0,1,0.1,2.8,10263.0,12,42,中风险
2,1,1,0.9,-3.4,15526.0,8,34,中风险
20,1,1,0.8,40.0,12895.0,11,12,中风险
10,1,0,0.3,24.5,19474.0,14,39,中风险
21,1,1,0.9,35.3,26053.0,12,45,中风险
9,1,0,0.9,29.1,28684.0,6,19,低风险
6,0,0,0.85,40.0,6316.0,12,34,中风险
10,1,0,1.0,38.4,8947.0,11,38,低风险
13,0,0,0.2,22.9,14211.0,2,13,中风险
6,1,0,1.0,15.2,20789.0,14,19,中风险
17,1,0,0.35,19.8,22105.0,5,21,中风险
6,0,0,0.8,1.2,22105.0,10,30,中风险
3,1,1,0.85,27.6,12895.0,11,24,中风险
9,1,0,0.45,5.9,30000.0,20,58,中风险
19,0,1,0.0,40.0,8947.0,1,15,中风险
10,0,0,0.8,27.6,23421.0,16,32,中风险
13,1,0,0.3,10.5,28684.0,10,24,中风险
9,1,0,0.35,18.3,28684.0,6,6,中风险
20,0,1,0.35,27.6,14211.0,12,22,中风险
18,0,1,0.15,19.8,16842.0,20,35,高风险
0,0,1,0.55,30.7,11579.0,6,17,中风险
13,1,0,0.95,30.7,18158.0,18,37,低风险
15,1,0,0.0,-5.0,16842.0,9,49,中风险
14,1,0,0.85,26.0,28684.0,17,37,中风险
18,0,1,0.6,26.0,18158.0,10,22,中风险
22,0,1,0.7,19.8,8947.0,20,44,高风险
2,1,1,0.35,18.3,8947.0,20,36,中风险
7,0,0,0.5,7.4,5000.0,11,28,低风险
18,1,1,0.65,40.0,6316.0,12,33,中风险
23,0,1,0.2,22.9,24737.0,7,26,高风险
10,0,0,0.9,18.3,23421.0,18,39,中风险
22,0,1,0.15,30.7,23421.0,4,5,高风险
3,1,1,0.15,26.0,10263.0,18,29,高风险
13,1,0,0.3,13.6,22105.0,8,41,中风险
3,1,1,0.15,30.7,14211.0,13,18,高风险
5,1,1,0.4,36.9,15526.0,12,16,中风险
7,1,0,0.95,30.7,8947.0,1,38,低风险
7,1,0,0.8,36.9,20789.0,10,31,低风险
22,0,1,0.2,5.9,27368.0,13,34,高风险
12,0,0,0.1,35.3,18158.0,5,37,中风险
18,0,1,0.1,-3.4,8947.0,0,17,中风险
18,0,1,0.7,4.3,27368.0,14,34,中风险
13,1,0,0.7,5.9,10263.0,0,16,低风险
8,0,0,0.1,-5.0,22105.0,7,24,中风险
1,1,1,0.3,7.4,16842.0,3,35,中风险
6,1,0,1.0,26.0,28684.0,14,28,中风险
11,1,0,0.25,19.8,16842.0,8,42,中风险
19,1,1,0.55,19.8,11579.0,12,33,中风险
4,0,1,0.95,19.8,8947.0,0,31,中风险
5,0,1,0.05,4.3,16842.0,3,25,中风险
15,0,0,0.7,13.6,30000.0,3,19,中风险
10,1,0,0.6,-3.4,26053.0,9,26,中风险
3,1,1,0.9,13.6,30000.0,13,50,中风险
13,0,0,0.95,10.5,8947.0,17,41,低风险
3,0,1,0.3,22.9,8947.0,6,43,中风险
23,0,1,0.3,24.5,16842.0,20,38,高风险
16,1,0,1.0,13.6,22105.0,4,41,低风险
14,0,0,0.45,7.4,7632.0,19,48,中风险
5,1,1,0.2,27.6,8947.0,14,24,高风险
8,1,0,0.2,36.9,5000.0,18,43,中风险
1,1,1,0.2,21.4,30000.0,1,32,高风险
20,1,1,0.8,-1.9,20789.0,6,19,中风险
9,1,0,0.5,2.8,5000.0,13,23,低风险
7,0,0,0.6,9.0,27368.0,1,23,中风险
2,0,1,1.0,21.4,30000.0,15,53,高风险
15,1,0,0.45,10.5,27368.0,9,37,中风险
3,1,1,0.35,36.9,26053.0,19,52,高风险
18,1,1,0.1,1.2,23421.0,7,38,中风险
10,1,0,0.75,30.7,23421.0,0,29,低风险
20,1,1,0.8,2.8,16842.0,11,34,中风险
12,0,0,0.85,40.0,19474.0,13,32,低风险
11,0,0,0.3,33.8,22105.0,9,22,中风险
8,0,0,0.35,-0.3,11579.0,6,26,低风险
23,1,1,0.15,12.1,28684.0,20,22,高风险
21,0,1,0.0,33.8,10263.0,1,13,中风险
13,0,0,0.8,24.5,12895.0,4,27,低风险
2,0,1,0.9,7.4,22105.0,14,39,高风险
9,1,0,0.1,4.3,10263.0,6,40,中风险
13,1,0,0.9,-1.9,5000.0,15,19,低风险
21,0,1,0.95,-0.3,8947.0,15,28,中风险
5,1,1,0.55,40.0,30000.0,14,46,高风险
12,1,0,0.45,32.2,12895.0,5,23,低风险
6,1,0,0.95,26.0,26053.0,14,32,中风险
10,0,0,0.25,24.5,15526.0,8,43,中风险
22,1,1,0.0,36.9,24737.0,20,58,高风险
13,1,0,0.35,5.9,8947.0,9,19,低风险
17,0,0,0.45,36.9,19474.0,11,44,中风险
2,1,1,0.45,1.2,12895.0,5,28,中风险
8,1,0,0.4,1.2,6316.0,15,34,低风险
0,1,1,0.6,15.2,11579.0,4,38,中风险
7,1,0,1.0,19.8,30000.0,8,25,中风险
7,1,0,0.4,16.7,8947.0,7,37,低风险
22,1,1,0.7,15.2,22105.0,0,36,高风险
9,1,0,0.0,21.4,10263.0,8,39,中风险
23,0,1,0.9,7.4,28684.0,20,48,高风险
6,1,0,0.3,19.8,28684.0,5,11,中风险
11,1,0,0.6,22.9,10263.0,17,52,中风险
0,1,1,0.4,13.6,18158.0,1,17,中风险
15,1,0,0.05,10.5,5000.0,10,28,低风险
6,1,0,0.1,2.8,28684.0,15,32,高风险
13,1,0,0.0,15.2,15526.0,12,50,中风险
7,0,0,0.0,35.3,14211.0,8,8,中风险
15,1,0,0.2,22.9,19474.0,15,24,中风险
6,1,0,0.6,2.8,19474.0,1,14,中风险
6,1,0,0.65,16.7,23421.0,6,11,中风险
10,0,0,0.45,-3.4,26053.0,16,51,中风险
3,0,1,0.15,4.3,15526.0,1,16,中风险
0,1,1,0.8,33.8,23421.0,12,15,中风险
8,1,0,0.85,35.3,11579.0,13,38,低风险
9,1,0,0.8,13.6,27368.0,8,33,低风险
13,1,0,0.75,5.9,7632.0,6,11,低风险
13,1,0,0.1,-3.4,8947.0,10,13,低风险
8,0,0,0.85,29.1,8947.0,5,36,低风险
20,1,1,0.55,38.4,28684.0,4,22,中风险
8,1,0,0.95,33.8,19474.0,19,22,低风险
3,1,1,0.95,2.8,23421.0,11,18,中风险
4,1,1,0.25,9.0,16842.0,2,30,中风险
6,1,0,0.6,19.8,20789.0,10,42,高风险
15,0,0,0.65,36.9,14211.0,15,16,中风险
2,0,1,0.3,2.8,18158.0,15,39,中风险
19,0,1,0.0,27.6,26053.0,5,44,高风险
10,1,0,0.7,15.2,27368.0,9,34,中风险
10,0,0,0.45,40.0,7632.0,12,48,低风险
20,1,1,0.2,4.3,7632.0,14,39,中风险
6,1,0,0.35,40.0,12895.0,4,44,中风险
20,0,1,0.7,40.0,5000.0,6,40,中风险
12,1,0,0.75,9.0,30000.0,6,45,中风险
17,1,0,0.2,40.0,10263.0,8,38,中风险
18,0,1,0.75,18.3,6316.0,3,18,中风险
19,1,1,0.35,12.1,26053.0,11,48,中风险
18,0,1,0.65,9.0,22105.0,16,20,中风险
4,1,1,0.05,-1.9,10263.0,10,26,中风险
4,1,1,0.8,22.9,5000.0,11,45,中风险
15,1,0,0.2,24.5,24737.0,2,32,中风险
15,0,0,0.3,5.9,5000.0,13,53,中风险
7,0,0,0.6,9.0,16842.0,0,1,低风险
11,0,0,0.95,22.9,19474.0,18,43,中风险
2,0,1,0.55,18.3,26053.0,9,20,高风险
12,1,0,0.0,4.3,12895.0,19,31,中风险
5,1,1,0.35,-0.3,28684.0,0,6,中风险
15,0,0,0.25,18.3,26053.0,10,11,中风险
17,1,0,0.65,16.7,22105.0,3,11,中风险
5,0,1,0.55,-1.9,24737.0,6,31,高风险
13,0,0,0.6,40.0,6316.0,2,32,低风险
13,1,0,0.75,-0.3,16842.0,9,40,低风险
17,0,0,0.15,1.2,24737.0,13,35,中风险
5,1,1,0.7,-3.4,8947.0,20,28,中风险
19,0,1,0.75,-1.9,30000.0,4,21,中风险
2,1,1,0.95,24.5,24737.0,1,15,中风险
3,1,1,1.0,1.2,19474.0,9,20,中风险
17,0,0,0.9,12.1,27368.0,9,28,中风险
14,1,0,0.0,24.5,22105.0,7,24,中风险
16,0,0,0.95,36.9,22105.0,11,36,中风险
10,1,0,0.95,13.6,23421.0,9,19,低风险
7,0,0,0.3,5.9,19474.0,13,44,中风险
22,1,1,0.0,-3.4,22105.0,3,40,高风险
4,0,1,0.5,33.8,26053.0,19,27,高风险
12,0,0,0.55,-3.4,11579.0,2,15,低风险
4,1,1,0.5,40.0,15526.0,9,24,中风险
10,1,0,0.4,38.4,30000.0,10,10,低风险
7,0,0,1.0,18.3,10263.0,5,44,中风险
16,1,0,0.95,9.0,26053.0,12,14,低风险
2,1,1,0.0,29.1,24737.0,3,42,高风险
10,1,0,0.0,4.3,26053.0,1,25,中风险
5,0,1,0.7,26.0,11579.0,18,46,高风险
13,0,0,1.0,1.2,19474.0,3,6,低风险
11,1,0,0.1,19.8,30000.0,1,27,中风险
5,1,1,0.9,5.9,12895.0,17,46,中风险
9,1,0,0.9,12.1,7632.0,5,6,低风险
6,1,0,0.0,-3.4,30000.0,10,15,中风险
5,0,1,0.95,22.9,23421.0,1,18,中风险
18,0,1,1.0,33.8,16842.0,11,14,中风险
2,0,1,0.15,5.9,28684.0,13,26,高风险
12,0,0,0.1,7.4,18158.0,11,19,中风险
8,1,0,0.3,15.2,11579.0,5,15,中风险
17,1,0,0.75,-3.4,22105.0,20,31,中风险
20,1,1,0.0,18.3,20789.0,6,15,高风险
13,0,0,0.35,4.3,26053.0,16,40,中风险
7,1,0,0.65,27.6,14211.0,18,27,中风险
16,1,0,0.85,38.4,8947.0,19,57,低风险
18,1,1,0.05,38.4,18158.0,10,19,中风险
6,1,0,0.4,18.3,26053.0,7,26,高风险
16,0,0,0.1,24.5,14211.0,0,17,中风险
5,1,1,0.15,-5.0,5000.0,9,26,中风险
20,1,1,0.25,5.9,20789.0,4,30,中风险
20,1,1,0.5,24.5,12895.0,18,37,中风险
2,1,1,0.9,7.4,11579.0,18,30,中风险
5,1,1,0.4,5.9,24737.0,2,35,中风险
1,1,1,0.7,19.8,24737.0,10,34,高风险
20,1,1,0.1,36.9,24737.0,12,47,中风险
5,1,1,1.0,1.2,16842.0,7,30,中风险
7,0,0,0.55,-3.4,10263.0,0,27,低风险
20,0,1,0.55,38.4,10263.0,2,8,中风险
18,1,1,0.65,33.8,22105.0,13,53,中风险
20,1,1,0.2,30.7,8947.0,6,17,中风险
16,0,0,0.6,12.1,18158.0,13,37,中风险
20,1,1,0.25,7.4,12895.0,17,17,中风险
5,1,1,0.3,18.3,18158.0,15,36,高风险
3,0,1,0.45,36.9,30000.0,19,50,高风险
8,0,0,1.0,22.9,12895.0,17,31,中风险
21,1,1,0.45,40.0,12895.0,19,38,中风险
17,1,0,0.8,22.9,27368.0,20,39,中风险
9,1,0,0.8,12.1,23421.0,3,42,低风险
5,0,1,0.0,12.1,28684.0,17,35,高风险
3,0,1,0.1,-0.3,30000.0,8,46,高风险
13,0,0,0.6,16.7,5000.0,16,34,中风险
20,0,1,0.65,4.3,30000.0,6,38,中风险
5,0,1,0.75,40.0,14211.0,20,31,中风险
0,0,1,0.2,27.6,5000.0,20,28,高风险
9,0,0,0.75,4.3,28684.0,2,7,低风险
14,1,0,0.35,19.8,18158.0,2,32,中风险
20,1,1,0.3,5.9,12895.0,5,17,中风险
18,1,1,0.95,-3.4,26053.0,6,27,中风险
23,0,1,0.4,13.6,22105.0,6,25,高风险
6,1,0,0.25,32.2,22105.0,10,35,高风险
9,0,0,0.0,2.8,10263.0,7,21,中风险
15,1,0,0.9,33.8,11579.0,7,22,低风险
8,1,0,0.3,21.4,14211.0,9,48,中风险
16,1,0,0.0,10.5,22105.0,20,56,中风险
14,0,0,0.4,26.0,30000.0,11,23,中风险
17,0,0,0.8,30.7,19474.0,9,9,低风险
5,0,1,0.8,16.7,10263.0,20,22,高风险
10,1,0,0.05,19.8,12895.0,10,36,中风险
11,0,0,0.95,38.4,18158.0,19,54,中风险
22,1,1,0.6,12.1,10263.0,8,25,中风险
3,1,1,0.25,16.7,6316.0,1,15,中风险
12,1,0,0.2,-5.0,11579.0,11,34,中风险
9,0,0,0.2,32.2,30000.0,20,48,中风险
17,0,0,0.65,-5.0,15526.0,9,18,低风险
10,1,0,0.4,10.5,8947.0,18,31,低风险
16,0,0,0.2,36.9,30000.0,4,37,中风险
4,1,1,0.1,35.3,30000.0,2,37,高风险
13,0,0,0.05,30.7,14211.0,13,26,中风险
8,1,0,0.15,40.0,8947.0,9,36,低风险
22,0,1,0.5,27.6,10263.0,7,12,高风险
17,1,0,0.35,16.7,27368.0,12,38,中风险
13,1,0,0.6,24.5,10263.0,9,36,中风险
11,1,0,0.45,35.3,11579.0,9,41,低风险
7,0,0,0.3,36.9,20789.0,7,19,中风险
6,1,0,0.1,2.8,20789.0,9,22,中风险
15,0,0,0.5,18.3,14211.0,10,21,中风险
20,0,1,0.8,4.3,16842.0,15,48,中风险
1,0,1,0.1,-3.4,27368.0,0,4,高风险
13,1,0,0.55,-1.9,22105.0,10,29,中风险
6,0,0,1.0,36.9,5000.0,14,23,中风险
20,0,1,0.85,7.4,11579.0,5,29,中风险
6,1,0,0.3,21.4,5000.0,13,29,中风险
2,1,1,0.85,4.3,7632.0,14,49,中风险
11,0,0,0.7,38.4,19474.0,7,22,低风险
4,1,1,0.3,16.7,20789.0,20,25,高风险
13,0,0,0.8,2.8,16842.0,17,57,中风险
17,1,0,0.05,13.6,23421.0,8,45,中风险
18,0,1,0.8,12.1,30000.0,15,24,中风险
12,1,0,0.35,40.0,22105.0,7,36,中风险
2,1,1,0.8,1.2,26053.0,2,28,中风险
15,1,0,1.0,30.7,22105.0,10,13,低风险
1,1,1,0.4,30.7,20789.0,18,26,高风险
22,0,1,0.8,33.8,15526.0,4,19,中风险
4,0,1,0.75,36.9,11579.0,9,11,中风险
1,1,1,0.3,24.5,20789.0,7,9,高风险
6,0,0,0.75,38.4,14211.0,7,11,中风险
22,0,1,0.8,13.6,30000.0,11,33,高风险
7,1,0,0.15,12.1,7632.0,14,35,中风险
23,0,1,0.9,29.1,15526.0,4,35,中风险
23,0,1,0.75,9.0,7632.0,9,18,中风险
17,0,0,1.0,4.3,15526.0,13,36,低风险
23,0,1,0.45,21.4,7632.0,14,51,高风险
6,1,0,0.4,1.2,23421.0,0,27,中风险
6,1,0,0.3,5.9,14211.0,19,52,中风险
3,0,1,0.65,-5.0,15526.0,4,10,中风险
19,1,1,0.45,38.4,12895.0,12,19,中风险
9,0,0,0.05,19.8,11579.0,0,11,中风险
14,0,0,0.65,12.1,20789.0,12,26,中风险
14,0,0,0.6,1.2,24737.0,16,39,中风险
13,1,0,0.1,13.6,18158.0,6,31,中风险
19,0,1,0.95,10.5,8947.0,6,20,中风险
20,0,1,0.4,32.2,30000.0,11,15,中风险
0,0,1,0.7,18.3,22105.0,3,32,高风险
23,1,1,0.3,7.4,23421.0,4,13,中风险
5,1,1,0.35,36.9,6316.0,20,36,中风险
5,1,1,0.6,22.9,12895.0,0,22,中风险
9,0,0,0.25,40.0,18158.0,15,42,中风险
20,0,1,0.4,4.3,23421.0,3,24,中风险
7,1,0,0.25,-3.4,14211.0,0,16,低风险
19,0,1,0.75,12.1,18158.0,9,40,中风险
23,1,1,0.85,12.1,5000.0,4,43,中风险
1,1,1,0.55,16.7,20789.0,7,16,高风险
11,1,0,0.45,-5.0,27368.0,12,49,中风险
6,0,0,0.75,18.3,5000.0,18,31,中风险
11,0,0,0.05,29.1,19474.0,20,42,中风险
16,1,0,0.35,27.6,14211.0,16,23,中风险
10,1,0,0.45,40.0,10263.0,16,27,低风险
5,1,1,0.95,40.0,6316.0,6,6,低风险
17,0,0,0.4,7.4,28684.0,4,26,中风险
18,1,1,0.15,38.4,11579.0,14,34,中风险
4,1,1,0.7,22.9,7632.0,4,19,中风险
1,0,1,0.65,30.7,11579.0,16,43,高风险
19,1,1,0.35,18.3,18158.0,12,46,中风险
7,0,0,1.0,9.0,14211.0,4,26,低风险
8,1,0,0.65,2.8,6316.0,16,22,低风险
23,0,1,0.5,7.4,12895.0,16,52,高风险
4,1,1,0.85,22.9,23421.0,13,50,高风险
6,1,0,0.7,33.8,11579.0,7,39,中风险
4,0,1,0.8,26.0,19474.0,8,8,中风险
9,1,0,0.1,-0.3,27368.0,14,42,中风险
13,1,0,0.85,5.9,27368.0,14,33,中风险
14,0,0,0.65,-0.3,15526.0,7,27,低风险
18,1,1,0.75,40.0,19474.0,19,35,中风险
9,1,0,0.0,27.6,11579.0,4,40,中风险
14,1,0,0.75,7.4,28684.0,0,24,低风险
15,0,0,0.8,12.1,14211.0,17,35,中风险
18,0,1,0.5,18.3,24737.0,0,9,中风险
8,0,0,0.85,1.2,10263.0,19,59,中风险
11,0,0,0.1,-0.3,11579.0,14,50,中风险
8,0,0,0.6,12.1,8947.0,9,25,低风险
18,1,1,0.7,7.4,22105.0,19,21,中风险
18,1,1,0.85,33.8,14211.0,17,45,中风险
8,1,0,0.1,21.4,22105.0,3,19,中风险
22,0,1,0.6,27.6,20789.0,10,18,高风险
8,1,0,0.25,-5.0,30000.0,9,45,中风险
2,0,1,0.55,35.3,14211.0,5,6,中风险
7,0,0,0.2,19.8,26053.0,4,16,中风险
1,1,1,0.05,4.3,16842.0,10,31,中风险
13,0,0,0.4,24.5,26053.0,1,29,中风险
0,0,1,0.15,5.9,11579.0,15,39,高风险
7,1,0,0.85,35.3,26053.0,0,30,低风险
12,0,0,0.75,38.4,27368.0,18,27,中风险
3,1,1,0.8,9.0,12895.0,0,34,中风险
18,1,1,0.45,4.3,8947.0,15,42,中风险
23,0,1,0.9,29.1,15526.0,12,34,中风险
3,1,1,0.45,30.7,16842.0,7,46,中风险
5,1,1,0.25,30.7,18158.0,19,34,高风险
17,1,0,0.75,7.4,19474.0,5,43,低风险
20,0,1,0.65,19.8,12895.0,16,21,中风险
11,1,0,0.55,24.5,7632.0,0,13,低风险
8,0,0,0.7,16.7,30000.0,10,21,中风险
8,1,0,0.0,40.0,11579.0,10,41,中风险
14,1,0,0.7,2.8,11579.0,1,31,低风险
13,1,0,0.45,27.6,10263.0,20,21,中风险
22,0,1,0.6,40.0,15526.0,4,33,中风险
5,1,1,0.05,15.2,18158.0,16,27,高风险
18,0,1,0.95,10.5,24737.0,0,22,中风险
6,0,0,0.25,38.4,12895.0,19,42,高风险
7,0,0,0.95,12.1,12895.0,9,46,低风险
2,0,1,0.55,-1.9,12895.0,15,24,中风险
18,1,1,0.55,18.3,10263.0,15,41,中风险
17,0,0,0.95,-1.9,20789.0,10,19,低风险
2,1,1,0.45,27.6,12895.0,1,38,中风险
0,1,1,0.8,15.2,27368.0,17,20,高风险
0,1,1,0.55,13.6,14211.0,9,28,中风险
22,1,1,0.85,18.3,26053.0,20,48,高风险
2,0,1,0.4,26.0,19474.0,12,12,高风险
3,1,1,0.75,12.1,26053.0,8,11,中风险
12,1,0,0.05,13.6,5000.0,11,47,中风险
8,0,0,0.6,36.9,23421.0,5,36,中风险
22,1,1,0.85,32.2,27368.0,14,53,高风险
11,0,0,0.8,33.8,22105.0,18,37,中风险
12,1,0,0.85,30.7,10263.0,14,34,低风险
10,0,0,0.15,22.9,23421.0,0,17,中风险
1,0,1,0.8,5.9,11579.0,2,27,中风险
13,0,0,0.75,29.1,24737.0,10,20,中风险
19,0,1,0.55,24.5,6316.0,20,47,中风险
0,0,1,0.9,29.1,30000.0,1,22,中风险
15,0,0,0.75,22.9,24737.0,7,43,中风险
15,1,0,0.75,36.9,24737.0,19,21,低风险
0,1,1,0.9,35.3,23421.0,10,33,中风险
19,1,1,0.25,32.2,22105.0,3,18,中风险
14,1,0,0.25,18.3,18158.0,5,5,中风险
19,0,1,0.35,18.3,10263.0,6,42,中风险
18,0,1,0.35,1.2,22105.0,16,52,中风险
10,1,0,0.25,38.4,23421.0,16,25,中风险
19,0,1,0.35,2.8,28684.0,4,26,中风险
3,0,1,0.55,2.8,27368.0,19,21,高风险
4,0,1,1.0,38.4,12895.0,12,45,中风险
19,0,1,0.1,29.1,28684.0,15,51,高风险
2,0,1,0.85,19.8,11579.0,4,40,中风险
7,0,0,0.4,10.5,22105.0,1,37,中风险
10,1,0,0.65,22.9,24737.0,8,47,中风险
13,0,0,0.3,10.5,11579.0,3,4,低风险
13,0,0,0.65,27.6,26053.0,18,28,中风险
10,0,0,0.95,1.2,6316.0,19,21,低风险
9,1,0,0.3,16.7,5000.0,11,48,中风险
1,1,1,0.45,27.6,14211.0,11,26,中风险
10,1,0,0.9,19.8,16842.0,15,25,低风险
4,1,1,0.2,21.4,27368.0,10,32,高风险
9,1,0,0.85,1.2,28684.0,14,47,低风险
17,1,0,0.85,4.3,23421.0,16,27,低风险
10,0,0,0.6,10.5,11579.0,12,33,中风险
23,0,1,0.9,26.0,30000.0,13,52,高风险
18,0,1,0.75,13.6,23421.0,10,38,中风险
21,0,1,0.4,21.4,8947.0,8,25,中风险
6,1,0,0.65,-3.4,28684.0,9,42,中风险
1,1,1,0.05,35.3,7632.0,14,20,中风险
13,1,0,0.8,22.9,22105.0,0,30,中风险
11,1,0,0.2,30.7,15526.0,16,23,中风险
15,1,0,0.2,5.9,22105.0,16,19,中风险
16,1,0,0.65,36.9,19474.0,14,20,低风险
15,1,0,0.5,2.8,6316.0,14,46,低风险
15,1,0,0.65,1.2,28684.0,5,24,低风险
18,0,1,0.45,33.8,10263.0,11,28,中风险
22,1,1,0.8,-0.3,18158.0,2,24,中风险
17,1,0,0.55,4.3,10263.0,20,34,中风险
16,1,0,0.95,10.5,20789.0,10,21,低风险
12,1,0,0.75,7.4,18158.0,6,42,低风险
1,1,1,0.65,2.8,12895.0,5,12,中风险
15,1,0,0.25,35.3,28684.0,10,49,中风险
7,0,0,0.85,-1.9,11579.0,9,21,低风险
8,0,0,0.15,24.5,26053.0,0,13,中风险
8,1,0,0.8,4.3,8947.0,11,14,低风险
11,1,0,0.4,5.9,22105.0,4,41,中风险
2,1,1,0.25,32.2,23421.0,8,9,高风险
1,0,1,0.7,7.4,16842.0,1,13,中风险
13,0,0,0.95,2.8,5000.0,10,46,低风险
4,0,1,0.05,27.6,30000.0,15,21,高风险
20,1,1,0.25,21.4,8947.0,20,47,中风险
1,1,1,0.2,27.6,30000.0,6,32,高风险
21,0,1,0.7,22.9,5000.0,5,32,中风险
5,0,1,0.75,5.9,6316.0,0,33,中风险
13,0,0,0.7,-0.3,15526.0,5,34,低风险
21,1,1,0.05,19.8,8947.0,16,50,中风险
1,1,1,0.05,-5.0,7632.0,0,29,中风险
12,0,0,0.0,4.3,18158.0,11,35,中风险
14,0,0,0.4,4.3,12895.0,1,6,低风险
3,1,1,0.7,9.0,24737.0,2,40,高风险
16,0,0,1.0,19.8,19474.0,11,33,中风险
6,0,0,0.9,-3.4,22105.0,12,48,中风险
20,0,1,0.4,29.1,22105.0,7,36,中风险
22,0,1,0.65,36.9,7632.0,16,41,中风险
8,1,0,0.35,-0.3,30000.0,6,33,中风险
22,0,1,0.85,26.0,11579.0,12,15,中风险
12,0,0,0.9,-1.9,23421.0,7,32,低风险
8,1,0,0.55,-3.4,6316.0,11,13,低风险
19,0,1,0.3,-3.4,30000.0,6,14,中风险
1,0,1,0.7,13.6,15526.0,16,19,高风险
7,1,0,0.65,-5.0,24737.0,7,33,中风险
3,1,1,0.2,27.6,26053.0,4,22,高风险
6,1,0,0.6,19.8,14211.0,8,44,中风险
22,0,1,0.95,13.6,28684.0,17,29,高风险
21,0,1,0.1,24.5,14211.0,5,12,中风险
3,1,1,0.1,32.2,26053.0,2,8,高风险
23,0,1,0.45,40.0,12895.0,13,15,中风险
11,0,0,0.85,15.2,26053.0,15,21,中风险
3,1,1,0.05,30.7,14211.0,17,42,高风险
19,1,1,0.45,15.2,7632.0,12,31,中风险
6,0,0,0.35,5.9,18158.0,9,30,中风险
15,0,0,0.3,24.5,6316.0,3,17,低风险
5,1,1,0.7,24.5,6316.0,2,15,中风险
21,1,1,0.5,12.1,23421.0,0,13,中风险
0,0,1,0.6,22.9,7632.0,17,27,高风险
23,0,1,0.1,18.3,7632.0,14,26,高风险
11,1,0,0.55,2.8,14211.0,18,43,中风险
23,0,1,1.0,35.3,12895.0,11,14,中风险
0,0,1,0.5,16.7,7632.0,3,7,中风险
0,0,1,0.05,15.2,11579.0,5,27,高风险
6,0,0,0.75,40.0,28684.0,18,38,中风险
0,1,1,0.8,9.0,10263.0,12,46,中风险
5,1,1,0.55,10.5,20789.0,15,44,高风险
18,0,1,0.3,-0.3,6316.0,7,34,中风险
17,0,0,0.0,38.4,7632.0,14,47,中风险
6,1,0,0.15,32.2,7632.0,14,27,中风险
14,1,0,0.7,-0.3,20789.0,9,45,中风险
15,0,0,0.75,24.5,20789.0,3,43,中风险
